8,0.000037
8,0.000023
8,0.000028
8,0.000028
8,0.000015
8,0.000052
8,0.000028
8,0.000023
8,0.000015
8,0.000014
8,0.000030
8,0.000015
8,0.000015
8,0.000017
8,0.000016
8,0.000027
8,0.000011
8,0.000016
8,0.000024
8,0.000051
8,0.000051
8,0.000024
8,0.000061
8,0.000047
8,0.000032
16,0.000023
16,0.000039
16,0.000041
16,0.000046
16,0.000041
16,0.000019
16,0.000034
16,0.000023
16,0.000161
16,0.000039
16,0.000020
16,0.000076
16,0.000046
16,0.000020
16,0.000019
16,0.000020
16,0.000023
16,0.000049
16,0.000020
16,0.000017
16,0.000035
16,0.000043
16,0.000033
16,0.000019
16,0.000036
32,0.000046
32,0.000047
32,0.000053
32,0.000049
32,0.000055
32,0.000039
32,0.000045
32,0.000035
32,0.000037
32,0.000082
32,0.000045
32,0.000039
32,0.000053
32,0.000043
32,0.000061
32,0.000038
32,0.000040
32,0.000028
32,0.000068
32,0.000041
32,0.000059
32,0.000040
32,0.000041
32,0.000057
32,0.000033
64,0.000098
64,0.000082
64,0.000078
64,0.000077
64,0.000093
64,0.000080
64,0.000082
64,0.000101
64,0.000103
64,0.000097
64,0.000102
64,0.000102
64,0.000080
64,0.000075
64,0.000081
64,0.000113
64,0.000087
64,0.000103
64,0.000088
64,0.000081
64,0.000121
64,0.000094
64,0.000102
64,0.000088
64,0.000114
128,0.000176
128,0.000176
128,0.000190
128,0.000220
128,0.000234
128,0.000195
128,0.000200
128,0.000179
128,0.000216
128,0.000200
128,0.000229
128,0.000222
128,0.000194
128,0.000198
128,0.000225
128,0.000358
128,0.000185
128,0.000228
128,0.000201
128,0.000221
128,0.000223
128,0.000263
128,0.000779
128,0.000220
128,0.000193
256,0.000566
256,0.000464
256,0.000561
256,0.000785
256,0.000560
256,0.000540
256,0.000541
256,0.000534
256,0.000564
256,0.000543
256,0.000485
256,0.000483
256,0.000848
256,0.000539
256,0.000589
256,0.000561
256,0.000571
256,0.000773
256,0.000544
256,0.000538
256,0.000589
256,0.000567
256,0.000491
256,0.000723
256,0.000705
512,0.002351
512,0.002284
512,0.002421
512,0.003790
512,0.002271
512,0.002921
512,0.002337
512,0.002388
512,0.002366
512,0.002054
512,0.002097
512,0.002416
512,0.002489
512,0.002560
512,0.002084
512,0.002736
512,0.002367
512,0.002345
512,0.002714
512,0.005304
512,0.007195
512,0.002312
512,0.002464
512,0.002919
512,0.002437
512,0.002120
512,0.002006
512,0.002914
512,0.002977
512,0.002375
512,0.005486
512,0.004782
512,0.002366
512,0.003334
512,0.002583
512,0.002185
512,0.002249
512,0.010377
512,0.002720
512,0.002576
512,0.003119
512,0.002717
512,0.002302
512,0.002323
512,0.002324
512,0.002257
512,0.002594
512,0.002370
512,0.002290
512,0.002172
1024,0.030313
1024,0.011747
1024,0.010794
1024,0.014261
1024,0.011359
1024,0.010559
1024,0.011558
1024,0.057046
1024,0.016411
1024,0.020167
1024,0.011325
1024,0.010624
1024,0.021687
1024,0.011485
1024,0.023805
1024,0.012377
1024,0.011191
1024,0.010818
1024,0.016050
1024,0.053414
1024,0.063903
1024,0.011485
1024,0.010649
1024,0.022341
1024,0.010575
2048,0.171931
2048,0.155313
2048,0.162159
2048,0.134545
2048,0.122406
2048,0.133181
2048,0.172024
2048,0.162613
2048,0.173229
2048,0.184075
2048,0.139316
2048,0.122675
2048,0.125586
2048,0.119029
2048,0.120399
2048,0.117411
2048,0.122766
2048,0.131341
2048,0.133045
2048,0.169736
2048,0.118636
2048,0.176092
2048,0.169220
2048,0.171698
2048,0.173263
4096,0.899992
4096,0.953623
4096,1.086832
4096,0.977528
4096,0.977826
4096,0.887509
4096,0.918261
4096,0.916023
4096,0.984714
4096,0.893008
4096,0.927483
4096,2.033715
